user_id,usergender,dob
140485,1,1990-05-07
140515,1,1995-04-04
140534,1,1989-09-19
140537,2,1980-10-30
140559,2,1994-09-02
140574,2,2003-04-16
140575,1,1994-10-27
140577,1,1984-12-21
140616,2,1999-07-05
140628,2,1994-08-18
140629,1,1978-05-21
140648,2,1985-09-01
140687,2,1990-05-09
140702,0,1970-01-01
140704,2,1990-09-10
140720,0,1970-01-01
140721,2,1994-01-31
140766,2,1971-02-18
140813,1,1980-01-01
140830,2,2001-05-26
140837,2,2000-09-02
140840,2,1994-03-01
140849,2,1997-05-20
140857,2,1995-09-08
140913,1,1985-06-05
140926,2,1994-11-02
140928,1,1991-04-23
140959,1,1984-05-19
140964,2,1989-02-26
140966,2,1996-04-30
140974,2,1998-04-25
140996,1,1990-08-03
140997,1,1988-05-23
141002,2,1983-01-01
141016,0,1970-01-01
141022,2,1988-01-15
141031,2,1983-12-29
141035,2,1996-08-30
141063,2,1985-07-12
141069,2,1995-04-27
141102,2,1912-10-24
141116,2,1992-02-19
141125,2,1994-03-27
141144,2,1988-02-04
141153,1,1981-09-02
141170,2,1985-10-19
141184,1,1994-02-16
141203,2,1988-12-12
141210,2,2000-08-05
141215,1,1997-10-21
141222,1,1992-12-31
141238,2,1994-07-24
141239,2,1970-04-05
141245,2,2003-01-04
141261,2,1991-05-29
141267,2,1993-12-10
141277,2,1995-03-02
141279,1,1983-10-07
141349,1,1998-06-17
141360,2,1987-09-17
141368,1,1992-12-24
141401,2,2002-10-20
141406,1,1996-07-31
141413,0,1970-01-01
141418,2,2001-08-23
141433,1,1995-05-24
141447,1,1984-03-29
141449,2,1980-01-01
141454,2,1993-11-18
141471,1,1995-03-29
141477,1,1980-01-01
141513,2,1997-06-04
141516,1,1996-05-13
141557,2,1997-07-20
141559,2,1994-06-01
141575,2,1995-04-12
141591,2,1995-06-09
141592,2,1996-10-20
141598,2,1980-01-01
141602,1,2000-03-21
141607,1,1992-10-31
141624,2,1987-11-29
141649,2,1994-09-28
141669,2,1996-09-15
141677,1,1993-12-24
141687,1,1994-04-30
141723,1,1996-12-09
141758,1,2000-10-08
141772,1,1996-03-20
141776,2,1991-06-05
141791,2,1995-07-02
141812,1,1994-08-01
141817,2,1995-01-28
141829,2,1995-10-06
141849,0,1970-01-01
141861,1,1983-01-01
141867,2,1993-06-28
141869,1,1989-02-19
141873,2,1996-03-27
141876,2,1992-12-25
141902,2,1995-11-15
141905,1,1994-06-22
141912,1,1996-10-10
141935,2,1985-05-14
141949,2,1995-04-25
141998,2,1990-04-11
142018,2,1995-03-13
142023,1,1995-07-06
142048,2,1990-01-01
142051,2,1983-12-13
142094,1,1996-06-20
142113,2,1983-11-09
142119,1,1994-05-21
142126,2,1992-06-16
142137,1,1985-07-07
142143,1,1996-12-11
142159,2,2001-11-08
142169,1,1997-03-14
142187,2,1994-06-25
142192,2,1988-11-20
142196,2,1998-01-28
142197,1,2007-09-06
142201,1,2007-09-06
142239,2,2000-08-09
142243,2,1999-04-24
142288,2,1999-04-24
142310,2,1997-04-19
142332,2,1997-07-17
142336,2,1998-02-20
142400,2,1995-12-13
142406,2,1986-02-01
142411,2,1980-03-24
142412,2,1996-12-07
142425,2,1996-06-08
142463,1,1994-06-30
142466,2,1995-06-30
142529,1,1990-06-11
142581,1,1987-11-09
142582,2,1999-03-19
142593,2,1994-01-11
142608,1,1990-10-19
142614,1,1988-12-13
142615,1,1996-05-31
142632,1,2001-05-02
142634,2,1996-05-29
142646,2,1993-12-14
142674,1,1996-04-07
142696,1,1991-10-15
142697,2,1993-05-02
142711,1,1996-01-29
142737,1,1976-01-18
142767,1,1995-01-18
142774,1,2001-01-14
142777,2,1995-05-27
142779,1,1995-12-06
142785,2,1989-02-26
142797,1,1999-03-28
142801,1,2001-02-27
142814,2,1998-10-01
142820,2,1991-11-01
142826,2,1990-05-03
142847,2,1991-07-06
142871,0,1970-01-01
142876,1,1994-01-31
142929,2,1978-02-14
142938,2,1993-11-11
142955,2,1997-06-11
142969,2,1992-10-04
143037,2,1994-05-12
143054,1,2001-10-11
143072,2,1989-03-08
143122,2,2001-05-07
143139,1,1991-03-14
143145,2,2009-11-06
143156,1,1989-03-27
143157,2,1992-02-25
143163,1,1989-11-13
143165,1,1996-09-10
143189,2,2000-07-01
143198,1,1987-03-15
143218,1,1993-11-21
143220,2,1995-07-27
143249,2,1991-10-17
143289,1,2000-10-31
143311,0,1970-01-01
143329,1,1981-02-11
143334,1,1992-01-01
143348,2,1984-12-03
143358,2,1988-11-26
143359,2,1992-03-07
143418,1,1995-12-30
143455,2,2001-06-15
143463,2,1963-11-03
143499,2,1995-06-25
143529,1,1996-02-16
143558,2,1994-11-30
143601,2,2001-09-22
143649,1,2001-08-07
143667,2,1988-05-12
143673,1,1980-01-01
143685,1,1985-08-30
143729,2,1990-09-29
143739,2,1994-06-07
143740,2,2000-04-07
143753,2,2012-10-23
143769,2,1997-12-08
143772,1,1997-07-22
143773,2,2001-01-12
143776,2,2000-06-09
143809,2,1982-07-21
143814,1,1993-05-05
143816,2,1996-10-24
143819,2,1997-05-22
143864,2,2000-10-12
143904,2,1993-02-22
143929,2,1987-11-30
143938,2,1998-05-15
143940,1,1995-09-25
143968,1,1983-10-21
143975,1,1998-06-06
143993,2,1992-10-01
144038,2,1992-11-26
144052,2,1999-08-13
144061,2,1996-10-26
144077,1,1982-08-29
144082,2,2001-05-18
144123,2,1998-01-29
144124,2,1998-12-21
144150,1,1997-03-27
144152,2,1998-07-08
144159,2,1997-07-29
144185,2,1994-10-25
144191,2,1999-08-09
144192,2,1996-09-22
144199,1,1993-02-08
144206,1,2000-09-05
144231,1,1995-05-30
144232,2,1991-05-21
144233,1,1996-02-28
144240,1,1978-12-19
144337,2,1994-09-20
144395,1,1998-11-19
144422,2,1995-03-26
144463,2,1998-03-01
144521,2,1995-02-18
144525,0,1970-01-01
144546,2,1996-10-15
144573,1,1995-09-19
144579,2,1999-06-09
144586,1,1991-12-26
144589,1,1995-03-23
144590,1,1984-11-25
144591,2,1991-05-23
144597,2,1990-04-30
144614,2,1970-01-01
144626,2,1990-01-01
144641,0,1970-01-01
144703,2,1998-09-16
144723,2,1993-09-07
144739,2,1992-11-10
144769,1,2001-07-12
144772,1,1998-03-06
144793,2,1993-11-11
144822,1,1988-01-31
144831,0,1970-01-01
144851,2,1996-04-25
144867,2,1991-01-26
144872,1,1989-08-15
144905,0,1970-01-01
144916,1,2000-07-07
144941,2,1993-03-25
144946,2,1997-04-25
144955,1,1989-05-01
144984,2,1956-12-01
145010,2,1993-07-17
145019,1,1996-01-19
145024,1,1993-09-23
145033,1,1983-11-14
145034,1,1999-11-25
145061,1,1993-03-05
145083,2,1991-02-20
145154,1,1986-04-04
145200,1,1992-09-06
145206,2,1998-03-29
145209,2,1996-01-01
145227,2,1991-09-16
145231,1,1993-10-07
145241,1,1993-01-11
145298,2,1973-11-04
145354,2,1995-03-01
145356,2,1995-07-11
145365,2,1997-11-22
145370,2,1997-11-04
145379,2,1998-10-25
145401,2,1989-01-11
145406,1,1988-12-27
145407,0,1970-01-01
145447,1,1996-06-05
145448,1,1994-12-10
145449,2,1998-08-25
145464,1,1994-05-08
145514,2,2000-03-25
145515,2,1994-01-09
145547,1,1991-09-19
145593,2,1986-11-01
145605,1,2001-01-01
145623,1,1999-02-18
145639,1,1988-07-15
145643,1,1996-03-11
145651,1,2016-04-03
145654,1,1999-05-05
145675,2,1994-08-02
145685,1,1999-11-08
145696,1,1988-02-02
145697,1,2006-12-10
145707,1,1999-05-05
145720,1,1988-04-09
145744,1,2002-12-16
145780,2,2011-01-01
145799,1,1992-07-07
145802,2,1990-06-03
145816,1,1983-11-05
145818,2,1985-09-28
145825,1,2016-04-05
145828,1,1997-06-06
145830,1,1997-11-07
145835,1,1994-05-05
145846,2,1996-11-14
145851,2,1978-02-28
145858,1,1991-03-04
145872,2,1994-11-07
145895,2,1992-11-30
146007,2,1998-01-01
146009,2,1980-10-13
146010,0,1970-01-01
146024,2,1991-10-28
146045,2,1988-10-05
146059,2,1993-08-20
146069,1,1986-05-29
146085,2,1988-04-02
146097,1,1984-11-11
146100,1,1993-01-03
146116,2,1995-11-04
146122,1,1997-10-19
146136,2,1999-01-01
146156,2,1989-04-01
146160,1,1990-02-09
146171,1,1985-12-12
146172,2,1997-10-30
146212,1,1986-09-11
146213,2,1996-12-14
146237,2,1987-08-24
146243,1,1984-03-27
146256,1,1995-06-06
146278,1,2004-11-21
146287,2,1995-01-03
146289,2,1996-11-01
146296,1,1998-05-05
146319,2,1995-10-09
146326,2,1983-02-22
146352,2,1998-12-24
146360,1,2000-01-06
146382,1,1993-12-06
146393,2,1993-03-20
146415,2,1992-03-19
146431,2,1996-09-03
146435,2,1999-12-29
146475,1,1987-01-13
146488,1,1983-09-29
146492,1,1990-01-11
146498,2,1997-07-23
146534,2,2000-07-20
146555,2,2000-11-07
146564,2,1997-01-01
146567,2,1999-11-26
146570,1,1994-05-22
146582,2,1987-10-21
146592,1,1999-08-26
146609,1,2001-11-19
146613,1,1989-11-26
146623,2,1991-06-26
146645,2,1989-12-23
146650,2,1996-11-22
146657,2,1988-01-08
146677,0,1970-01-01
146679,1,1987-09-13
146681,2,2001-11-29
146725,1,1988-06-04
146736,1,1993-04-13
146737,2,1995-07-17
146739,1,1977-07-05
146755,1,1992-10-24
146760,2,1997-07-01
146761,1,1991-08-12
146776,1,1993-09-27
146780,2,1996-11-02
146788,1,1997-10-13
146789,1,2000-02-28
146795,1,1990-07-14
146796,1,1997-09-18
146802,2,1993-12-19
146807,1,2000-01-06
146816,2,1993-08-02
146825,1,1994-12-28
146856,1,1991-04-09
146863,2,1987-08-22
146874,1,1985-02-04
146882,0,1970-01-01
146900,1,1997-01-09
146906,2,1991-12-13
146942,1,1987-01-01
146948,1,1985-03-02
146955,1,1994-11-23
146957,1,1994-04-18
146974,0,1970-01-01
146976,1,1996-05-22
146977,2,1982-07-03
146982,2,1993-09-25
146988,2,1990-12-15
146990,2,1991-10-01
146993,0,1970-01-01
146998,2,1992-02-18
147011,1,1992-01-05
147017,1,1991-10-24
147020,1,1983-02-06
147025,1,1992-09-17
147027,2,1989-09-04
147032,2,1996-09-25
147051,2,1994-02-18
147058,1,1984-01-12
147079,2,1993-01-24
147095,1,1994-05-16
147102,1,1992-12-01
147103,2,1990-08-07
147121,1,1995-01-20
147206,1,1998-11-28
147256,2,1980-04-07
147259,1,1987-06-15
147260,1,1990-01-05
147263,0,1970-01-01
147264,1,1993-09-25
147294,2,1998-03-03
147296,1,1987-09-13
147333,1,1996-07-23
147346,0,1970-01-01
147377,2,1985-07-25
147398,1,1994-04-07
147444,2,1996-07-22
147470,1,1983-04-04
147471,1,1994-01-30
147481,2,1993-11-27
147521,1,1989-01-01
147563,2,2001-10-27
147601,1,2001-07-21
147603,2,1990-08-23
147614,2,1999-06-11
147623,2,1992-08-21
147626,1,1990-07-29
147629,1,1997-10-24
147643,1,1985-11-19
147651,2,1998-09-11
147652,1,1985-01-28
147660,2,2000-10-06
147670,2,1980-03-14
147673,1,1990-03-06
147750,2,1999-06-19
147768,1,1990-10-19
147808,2,1993-09-18
147812,1,1998-01-20
147820,2,1998-12-12
147878,2,1980-10-11
147936,2,2000-05-31
147952,2,1995-11-09
147955,2,1991-10-24
147977,2,2002-12-22
147978,2,1995-09-24
147995,2,1998-02-05
148003,2,2001-09-27
148012,1,2000-08-04
148029,2,1994-11-13
148032,2,1991-02-19
148035,2,1997-01-26
148056,2,2000-11-27
148096,1,1999-08-11
148117,2,2002-04-18
148136,1,1995-11-02
148138,2,1996-05-29
148171,1,1966-03-19
148185,2,1998-05-10
148199,2,1999-12-05
148210,1,1990-07-06
148215,2,1999-09-06
148217,2,1994-11-09
148232,2,2002-07-08
148234,1,1987-10-04
148269,1,2000-11-04
148270,1,1994-06-16
148274,1,2000-08-13
148295,1,2004-02-20
148370,1,2006-08-03
148375,1,1997-10-02
148391,2,1996-10-19
148440,1,2001-12-14
148447,1,2000-05-12
148463,2,1990-01-28
148484,1,1995-12-08
148489,2,1997-03-14
148494,1,1995-06-03
148557,2,1994-06-14
148577,2,1999-07-27
148598,2,1968-05-30
148605,2,1998-04-16
148627,1,1990-07-06
148631,2,1998-11-17
148650,2,1989-10-08
148652,1,1990-08-16
148656,1,1994-05-26
148662,1,1996-08-11
148688,2,1989-11-01
148692,2,1990-12-25
148707,1,1988-08-30
148717,2,1993-08-22
148719,2,1997-09-18
148728,2,1996-08-08
148752,2,1999-12-24
148775,2,1993-11-19
148801,1,1996-08-26
148807,0,1970-01-01
148840,1,1995-12-13
148844,1,1991-04-25
148852,1,2001-12-19
148856,2,1996-10-04
148879,1,1980-01-01
148902,1,1994-02-15
148928,1,1997-10-24
148930,1,1994-07-15
148948,1,2002-01-21
149008,2,1997-08-03
149009,2,1970-10-10
149031,1,1997-01-21
149041,1,2001-02-08
149043,2,1993-03-23
149044,2,2000-10-18
149049,2,1991-02-21
149054,2,1998-05-18
149082,2,2002-06-14
149088,1,2000-07-13
149102,2,1998-11-04
149112,2,2001-04-19
149114,1,1998-09-16
149129,2,2002-05-14
149133,1,2002-02-20
149137,2,2001-09-30
149153,1,1980-01-01
149159,2,2001-10-22
149171,1,2000-10-13
149187,2,1993-12-01
149194,1,2001-11-07
149207,1,1985-12-31
149213,1,2001-02-19
149248,2,1985-02-22
149319,2,1996-05-09
149342,2,2001-01-03
149346,2,2003-12-14
149376,2,2002-02-10
149390,2,1998-07-11
149403,2,1997-11-13
149446,1,1998-10-10
149458,2,1990-02-28
149467,2,1991-05-19
149487,2,1997-12-22
149508,2,1997-06-17
149521,2,2001-03-06
149528,2,1995-03-12
149554,2,1989-12-25
149564,2,1992-03-29
149584,2,2003-07-04
149586,1,1993-12-29
149602,1,1973-08-05
149606,1,1990-01-18
149677,1,1993-05-05
149682,0,1970-01-01
149742,2,1985-08-25
149769,2,1989-04-06
149772,2,1990-11-08
149788,2,1997-10-17
149803,2,1993-11-11
149816,2,1995-02-12
149819,2,1990-03-20
149880,2,1999-11-02
149903,1,2003-09-19
149934,2,2001-02-09
149935,2,1990-01-01
149947,1,2001-06-05
149958,2,1997-11-01
149959,1,2005-05-03
149972,2,2000-04-04
149991,2,1996-10-05
150013,2,2000-03-21
150037,1,1986-01-01
150040,1,2000-04-29
150042,2,1991-09-25
150066,2,1993-08-19
150077,2,1997-05-13
150080,2,1999-06-19
150114,2,2001-03-16
150132,2,2000-12-14
150134,1,1991-06-20
150169,2,2001-04-19
150183,2,1996-09-07
150208,2,2002-12-31
150218,2,1995-09-27
150229,1,1996-11-07
150262,2,2005-07-18
150273,1,2002-12-10
150277,2,2004-12-04
150295,2,2002-08-30
150300,1,1999-08-21
150304,2,1997-09-02
150319,2,1997-09-01
150322,2,1991-10-15
150340,2,1991-10-13
150343,2,2001-08-27
150374,2,1985-12-20
150382,2,1996-09-27
150386,1,1995-04-04
150399,1,1998-11-28
150418,1,2001-10-15
150436,1,2000-01-01
150447,1,2004-08-17
150460,2,1999-11-19
150464,2,1994-01-20
150474,2,2000-11-12
150478,2,1979-12-18
150485,1,2000-03-11
150499,1,2002-05-16
150502,1,1999-10-31
150539,2,1989-10-10
150599,1,1994-09-19
150609,2,1987-07-23
150634,1,1993-07-04
150638,1,1989-11-01
150644,1,2002-10-09
150680,1,1981-10-14
150684,1,2001-02-10
150686,2,1998-05-18
150695,2,2003-09-12
150723,1,1994-09-25
150729,0,1970-01-01
150737,1,1975-06-22
150742,1,1988-08-19
150752,1,1999-03-15
150765,1,2002-03-24
150784,2,1992-02-02
150794,1,1993-09-06
150812,1,1982-09-18
150839,2,1967-01-01
150852,0,1970-01-01
150861,2,1998-01-18
150862,1,1990-01-08
150898,1,1992-07-01
150903,2,1998-04-07
150905,1,1992-08-10
150920,2,1997-11-18
151009,2,2000-02-19
151015,2,1992-01-19
151017,1,1993-12-29
151043,1,1997-01-01
151058,2,1992-02-10
151101,2,1993-07-06
151108,1,1999-05-05
151121,1,1996-12-05
151124,2,2000-05-06
151138,2,1991-01-01
151152,1,1983-01-01
151165,2,1995-06-01
151168,1,1990-01-01
151205,1,1997-04-29
151260,0,1970-01-01
151261,1,2001-10-20
151279,2,1996-07-23
151292,1,1996-10-09
151316,2,1987-10-16
151319,1,1996-01-26
151341,2,1994-09-24
151353,2,1993-10-20
151366,2,1991-11-02
151368,2,1991-03-14
151405,0,1970-01-01
151407,2,1989-07-09
151415,2,2003-10-29
151429,1,1999-12-14
151465,0,1970-01-01
151478,2,2003-06-16
151483,2,1999-10-06
151490,1,1998-09-27
151503,2,1994-07-23
151504,2,1995-12-17
151511,2,1995-12-15
151539,2,1992-10-23
151590,2,1999-10-06
151599,0,1970-01-01
151616,2,1993-03-26
151620,2,2004-06-11
151654,2,2002-02-07
151675,2,2002-04-19
151688,2,2002-12-19
151696,1,1996-11-17
151707,0,1970-01-01
151716,2,1985-01-06
151725,2,1990-11-01
151745,1,1975-08-21
151752,2,1982-05-05
151775,1,1997-10-02
151789,2,1980-04-06
151798,2,1996-04-17
151813,2,2000-09-01
151814,2,1998-05-11
151816,0,1970-01-01
151823,2,1997-02-14
151827,2,1995-04-21
151828,2,1993-12-06
151829,2,1994-06-29
151838,1,1998-04-13
151842,2,1997-03-16
151884,1,1982-09-29
151886,1,1980-01-01
151904,1,1994-08-16
151928,0,1970-01-01
151942,2,1988-10-26
151945,1,1988-05-15
151949,2,1980-01-01
151950,1,1997-11-13
151954,2,2004-05-10
151956,2,1996-05-04
151975,1,1993-08-17
151989,2,1993-12-21
152003,2,1992-12-20
152012,1,1980-01-01
152018,2,1997-11-18
152028,0,1970-01-01
152037,0,1970-01-01
152048,0,1970-01-01
152052,0,1970-01-01
100053,2,1983-09-19
100066,1,1992-03-26
100094,1,1990-09-15
100100,1,1987-01-14
100107,2,1985-01-08
100110,1,1935-03-02
100116,2,1994-02-16
100128,1,1994-02-27
100149,1,1991-10-21
100160,1,1992-01-01
100162,1,1989-08-10
100178,0,1970-01-01
100185,1,1986-01-04
100206,2,1987-04-02
100217,2,1982-09-07
100240,0,1970-01-01
100242,1,1989-09-25
100266,1,1994-04-29
100268,1,1992-07-17
100278,1,1992-09-25
100332,1,1991-01-29
100377,2,1994-12-11
100387,1,1995-01-14
100405,1,1988-02-05
100408,1,1993-11-30
100420,0,1970-01-01
100429,1,1992-12-21
100431,2,1994-05-21
100442,1,1993-08-16
100446,1,1986-03-25
100448,2,1979-03-27
100454,1,1990-10-25
100456,1,1991-08-20
100459,2,1994-07-10
100472,1,1987-03-16
100483,2,1993-11-04
100522,1,1992-07-09
100547,1,1993-07-21
100551,1,1993-07-03
100571,1,1992-09-17
100605,1,1997-09-05
100608,1,1994-02-25
100623,2,1994-07-07
100625,2,1989-06-19
100627,2,1994-01-23
100638,1,1995-02-08
100642,1,1989-03-08
100669,0,1970-01-01
100677,1,1996-07-04
100682,1,1988-12-03
100701,1,1994-07-14
100714,2,1995-05-17
100721,2,1989-04-02
100725,1,1989-06-17
100754,1,1985-05-28
100760,1,1984-06-07
100774,2,1992-02-21
100788,1,1993-08-06
100790,1,1986-12-20
100829,1,2001-05-09
100833,1,1991-05-20
100837,2,1992-04-24
100847,1,1990-08-28
100860,1,1989-05-03
100871,2,1987-10-07
100893,0,1970-01-01
100917,1,1991-03-04
100929,1,1993-07-07
100934,2,1985-06-07
100936,1,1993-09-18
100945,1,1990-03-13
100947,2,1995-04-15
100976,1,1984-06-06
100981,1,1950-05-22
100993,1,1987-08-30
101015,1,1992-06-20
101033,1,1987-05-01
101046,2,1992-11-04
101050,1,1989-01-01
101056,2,1996-08-09
101060,2,1994-12-28
101065,1,1990-01-01
101092,1,1984-04-28
101107,1,1993-05-08
101124,1,1992-12-22
101126,1,1989-09-08
101128,2,1993-05-30
101145,2,1993-07-27
101178,1,1997-06-21
101180,1,1985-12-24
101202,1,1989-01-16
101226,1,1988-12-14
101229,1,1992-05-17
101233,1,1988-05-26
101263,2,1991-07-04
101267,1,1993-12-06
101278,2,1993-10-15
101280,2,1983-05-27
101317,1,1983-08-12
101323,1,1990-01-01
101334,1,1985-10-13
101339,2,1996-04-26
101345,1,1992-11-13
101349,1,1992-06-25
101358,1,1996-12-21
101441,1,1998-05-02
101458,1,1989-10-21
101488,1,1982-11-03
101513,2,1996-08-13
101518,2,1989-05-14
101533,2,1981-10-07
101548,2,1994-11-12
101565,2,1996-04-04
101590,1,1993-09-16
101607,1,1989-03-26
101619,1,1984-01-18
101621,2,1993-04-05
101639,2,1998-04-16
101641,1,1990-01-10
101644,1,1991-11-26
101645,0,1970-01-01
101689,1,1993-03-21
101700,1,1991-04-01
101708,1,1994-04-02
101710,2,1990-03-24
101718,0,1970-01-01
101721,1,1987-06-01
101755,1,1994-08-14
101792,1,1980-01-01
101793,1,1987-07-07
101796,1,1993-06-29
101800,1,1992-09-14
101829,1,1998-03-12
101850,2,1989-07-06
101874,1,1997-07-26
101891,1,1997-07-14
101894,1,1992-04-01
101907,1,1993-05-28
101926,1,1994-12-10
101962,1,1994-09-29
101984,0,1970-01-01
101986,2,1995-02-19
102000,1,1994-11-11
102007,2,1989-11-18
102029,2,1988-03-24
102045,1,1985-10-23
102052,1,1996-10-30
102063,1,1990-08-22
102084,2,1993-03-31
102089,1,1993-08-25
102099,1,1986-09-12
102110,1,1972-01-01
102134,2,1992-06-03
102138,1,1997-07-31
102142,1,1990-06-09
102145,1,1994-11-15
102178,1,1990-02-14
102187,1,1992-03-10
102223,1,1992-07-29
102244,1,2003-08-13
102249,1,1990-12-19
102273,1,1996-08-17
102283,1,1994-02-21
102299,2,1992-11-30
102334,1,1991-09-29
102345,1,1995-06-29
102357,1,1991-02-03
102380,1,1991-08-19
102408,2,1992-03-03
102409,2,1991-12-05
102444,1,1993-01-05
102455,0,1970-01-01
102461,1,1980-01-01
102465,2,1990-12-15
102474,1,1994-04-28
102486,1,1993-03-28
102492,1,1996-12-05
102541,1,1992-01-02
102549,1,1996-12-16
102550,1,1995-01-19
102554,2,1991-04-25
102565,1,1994-01-15
102581,1,1989-01-15
102605,1,1989-10-19
102610,1,1992-02-28
102617,1,1989-05-18
102619,1,1993-11-19
102639,2,1995-02-15
102663,1,1989-10-26
102665,1,1991-03-14
102673,1,1980-01-01
102680,1,1989-11-26
102693,2,1993-06-20
102718,1,1998-12-05
102725,1,1993-01-01
102767,1,1992-04-18
102772,1,1980-10-26
102782,1,1994-08-01
102795,2,1985-06-09
102800,0,1970-01-01
102806,1,1990-04-06
102828,1,1989-02-10
102830,1,1994-07-04
102831,1,1998-08-19
102843,1,1992-07-11
102846,1,1990-03-07
102851,2,1992-05-21
102862,1,1979-11-08
102869,1,1992-10-11
102893,1,1996-02-06
102905,1,1988-09-02
102907,1,1992-09-30
102926,1,1989-09-23
102947,1,1992-07-30
102971,2,1989-05-24
102986,1,1988-10-06
102990,1,1995-02-20
103035,2,1986-11-22
103061,1,1991-09-02
103071,2,1985-06-21
103072,1,1988-09-29
103073,2,1981-05-27
103075,1,1994-04-07
103093,1,1989-09-28
103114,2,1993-11-02
103118,1,1991-05-17
103119,1,1990-01-04
103124,2,1990-11-01
103144,1,1990-08-24
103152,1,1999-10-28
103187,2,1992-01-19
103189,2,1986-09-16
103201,1,1991-05-18
103207,1,1990-04-11
103218,1,1987-06-07
103219,1,1992-05-11
103237,1,1993-12-14
103261,1,1995-05-26
103268,2,1989-11-10
103306,1,1996-10-06
103319,1,1998-08-23
103349,1,1978-12-07
103352,1,1986-09-29
103353,1,1991-08-06
103359,1,1994-02-28
103362,1,1989-01-01
103363,1,1992-03-02
103388,1,1993-02-09
103394,1,1992-01-01
103432,1,1994-04-02
103449,1,1994-08-10
103510,1,1991-11-04
103517,2,1996-03-28
103518,1,1997-10-02
103526,1,1995-07-25
103535,1,1996-11-09
103548,1,1980-06-01
103560,1,1999-10-04
103582,1,1987-06-19
103584,1,1988-03-27
103595,1,1997-10-08
103613,1,1993-09-17
103622,1,1985-10-12
103652,1,1988-08-02
103662,2,1988-02-11
103664,1,1995-06-16
103680,1,1995-11-18
103709,2,1997-12-31
103720,1,1994-02-14
103722,1,1990-08-27
103731,2,1996-11-08
103754,1,1987-12-07
103762,1,1995-05-27
103771,1,1980-01-01
103788,1,1991-03-13
103799,2,1989-02-27
103814,2,1994-09-13
103816,1,1990-08-12
103817,1,1993-04-24
103825,1,1979-02-14
103844,0,1970-01-01
103849,1,1992-03-14
103873,2,1993-03-08
103874,1,1994-04-20
103916,1,1995-03-22
103926,2,1997-12-24
103934,1,1994-08-24
103949,2,1995-01-30
103962,1,1997-10-14
103970,1,1990-03-19
103983,1,1995-08-28
103984,1,1998-11-05
103999,2,1990-09-09
104001,1,1980-12-03
104011,1,1993-12-18
104016,1,1990-06-14
104042,1,1997-10-07
104074,1,1993-02-11
104097,1,1997-04-19
104101,2,1989-10-30
104102,1,1987-09-24
104105,1,1995-06-19
104123,1,1994-05-05
104125,2,2000-07-01
104149,1,1998-01-28
104191,1,1997-02-10
104199,2,1993-12-09
104201,0,1970-01-01
104207,2,1987-11-17
104232,1,1993-09-30
104242,1,1988-11-02
104250,1,1990-09-04
104299,1,1999-11-16
104312,1,1988-11-09
104328,2,1996-08-06
104337,1,1986-07-03
104345,1,1987-12-07
104372,2,1993-08-03
104377,1,1991-12-16
104389,1,1999-01-07
104393,0,1970-01-01
104401,1,1990-10-22
104408,1,1995-04-23
104422,1,1987-05-23
104441,2,1995-04-28
104462,2,1993-01-01
104467,1,1994-07-05
104501,0,1994-04-07
104516,1,1993-06-06
104518,1,1992-02-29
104530,2,1989-10-19
104551,1,1990-01-01
104554,2,1993-03-10
104558,1,1996-10-07
104561,2,1997-08-31
104608,1,1985-11-19
104616,1,1997-07-06
104634,1,1995-07-27
104666,2,1997-05-06
104691,1,1992-10-28
104693,1,1980-03-15
104708,1,1989-11-06
104713,2,1995-10-15
104714,2,1995-08-05
104731,2,1995-02-26
104742,1,1995-02-10
104751,2,1992-09-07
104759,1,1991-08-03
104768,2,1988-09-21
104780,1,1993-02-26
104794,2,1991-05-14
104804,2,1995-04-29
104835,2,1997-12-12
104857,2,1994-10-02
104858,1,1998-02-12
104866,1,1992-03-27
104871,1,1997-12-22
104878,1,1990-02-20
104902,1,1978-10-10
104924,1,1990-07-24
104926,2,1992-03-29
104938,1,1991-03-19
104943,2,1993-08-10
104953,1,1990-01-12
104962,1,1992-11-28
104994,1,1976-01-01
105028,2,1993-11-30
105032,1,1990-09-09
105038,1,1993-11-02
105039,1,1985-10-15
105043,1,1991-12-05
105046,1,1988-02-03
105068,1,1993-05-26
105072,1,1983-06-20
105093,1,1996-12-20
105113,2,1989-08-05
105139,1,1987-06-07
105148,1,1996-09-08
105169,2,1970-01-01
105195,1,1998-06-13
105198,1,1990-08-25
105208,2,1979-10-20
105239,1,1992-06-09
105242,1,1991-02-02
105271,1,1998-11-03
105291,1,1991-06-30
105326,1,1996-07-10
105338,2,1988-04-19
105353,2,1991-11-03
105357,1,1989-08-23
105372,2,1994-12-19
105383,2,1965-12-01
105388,2,1994-09-14
105400,2,1988-05-16
105403,1,1993-11-25
105406,1,1993-04-28
105428,1,1989-01-01
105431,2,1992-04-19
105439,2,1995-06-06
105458,1,1994-04-23
105460,1,1980-02-23
105467,1,1991-05-23
105472,1,1980-01-01
105484,1,1994-05-07
105539,1,1991-05-09
105586,2,1995-03-13
105592,1,1996-01-03
105595,2,1991-01-20
105598,1,1994-09-10
105611,1,1990-09-01
105624,1,1995-09-11
105660,1,1988-11-07
105677,2,1991-08-28
105684,1,1991-01-18
105696,2,1995-07-29
105708,2,1987-09-10
105709,1,1987-01-05
105718,2,1991-08-30
105778,2,1991-05-15
105786,1,1996-04-26
105831,2,2001-01-20
